id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_is_superhost,host_n_listings,url_listing,url_picture
l_579221605983755540,TheGreenHouse,"Newly redone bathrooms! 3x king size beds & 2 full beds!<br /><br /> Enjoy easy access to everything from this centrally located Gem with its own backyard pool oasis! You’ll be in walking distance to many of Austin’s best restaurants, including Tacodeli, Uchiko, and many other favorites. Greenbelt is just steps away, leading you to Shoal Creek & Waller Creek Trails, & Pease Park. Just a few minutes from downtown, and closer to UT, The Green House is perfect for your Austin needs!",78756,Rosedale,30.31003,-97.74568,Entire home,Entire home/apt,10,3.0,4.0,5.0,"Refrigerator;Dining table;Air conditioning;Drying rack for clothing;Iron;Shampoo;Ceiling fan;Coffee maker: drip coffee maker;Cooking basics;TV;Fire extinguisher;Private entrance;Private backyard – Fully fenced;Bathtub;Oven;Keypad;Wine glasses;Outdoor dining area;Single level home;Long term stays allowed;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Cleaning products;Essentials;Private outdoor pool - available all year, open 24 hours;It’s a pink bottle conditioner;Hot water;Freezer;Crib - available upon request;BBQ grill: charcoal;Sun loungers;Central heating;Clothing storage;Baking sheet;Dr Bronners body soap;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Pack ’n play/Travel crib - available upon request;Wifi;Free parking on premises;Patio or balcony;Washer;Hair dryer;Folding or convertible high chair - available upon request;Shower gel;Stove;Kitchen;Pets allowed;Coffee;Free dryer – In unit;Books and reading material;Hangers;Bed linens",414.5,2.0,1125.0,332,157,2022-03-15,2026-06-01,3.02,4.89,4.81,4.93,4.86,h_60013204,Patrick,t,2,https://www.airbnb.com/rooms/579221605983755540,https://a0.muscache.com/pictures/hosting/Hosting-579221605983755540/original/4c1e8879-54b8-46ad-a429-d76a8e63747b.jpeg
l_1437005833559317141,Cozy South Austin Stay + Parking!,"Welcome to your South Austin retreat! This clean and cozy space offers the perfect blend of comfort and convenience—just minutes from the Austin's best restaurants, music venues, and parks. Enjoy a fully equipped kitchen, comfy beds, fast Wi-Fi (680+mbps) , and a dedicated workspace. Free parking is included, plus private entry and keyless self-check-in. Whether you’re here to explore, relax, or work remotely, you’ll feel right at home.",78745,South Austin,30.22765,-97.80335,Entire home,Entire home/apt,4,1.5,1.0,2.0,"Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;Coffee maker: drip coffee maker;Cooking basics;TV;Fire extinguisher;Private entrance;Bathtub;Keypad;Body soap;Wine glasses;Long term stays allowed;Private patio or balcony;Dishwasher;Dishes and silverware;Cleaning products;Essentials;Hot water kettle;Freezer;Hot water;Central heating;Baking sheet;Conditioner;Dedicated workspace;First aid kit;Microwave;Gas stove;Self check-in;Extra pillows and blankets;Smoke alarm;Clothing storage: walk-in closet, closet, and dresser;Wifi;Free parking on premises;Stainless steel double oven;Washer;Hair dryer;Shower gel;Kitchen;Pets allowed;Coffee;Free dryer – In unit;Books and reading material;Hangers;Bed linens",239.0,1.0,365.0,280,24,2025-10-06,2026-04-26,2.77,4.96,4.88,4.83,4.92,h_95136581,Alexis,f,1,https://www.airbnb.com/rooms/1437005833559317141,https://a0.muscache.com/pictures/miso/Hosting-1437005833559317141/original/c617619f-f1cf-4a12-9822-da5da98fc2c5.jpeg
l_1668086586481664693,"Studio 6 Austin, Tx - Airport_2 Full Bed","Studio 6 Austin, Tx - Airport_2 Full Bed",78741,Riverside,30.22105954335928,-97.69147617638698,Room in hotel,Hotel room,4,1.0,1.0,2.0,Smoke alarm;Wifi;Refrigerator;Body soap;Air conditioning;BBQ grill;Shampoo;Washer;Elevator;Bidet;Heating;TV;Dedicated workspace;First aid kit;Microwave;Bathtub;Hangers;Bed linens,114.0,1.0,365.0,251,0,,,,,,,,h_708653625,Winter,f,6,https://www.airbnb.com/rooms/1668086586481664693,https://a0.muscache.com/pictures/hosting/Hosting-1668086586481664693/original/bf056f54-ed33-4867-8984-ab3f6c3d8b1f.jpeg
l_26336484,"Pete's place, relax in a private pool.",Home comfort away from home <br />plenty of space inside and outside the house to relax<br />foosball table and games to keep the kids busy <br />outside gas grill  <br /><br />easy access to IH35 and HWY 71<br />   <br />very close to many restaurants and grocery stores<br /><br />Just install a Stand alone Driveway on the property in front of house,78745,South Austin,30.19862,-97.7951,Entire home,Entire home/apt,7,2.0,3.0,4.0,"Refrigerator;Iron;BBQ grill;Shampoo;Central air conditioning;Ceiling fan;Carbon monoxide alarm;Cooking basics;Fire extinguisher;Private entrance;Bathtub;Oven;Keypad;Backyard;Body soap;Free washer – In unit;Single level home;Long term stays allowed;Free street parking;Private patio or balcony;Dishwasher;Dishes and silverware;Coffee maker;Cleaning products;Essentials;Hot water;Free driveway parking on premises;Heating;Pack ’n play/Travel crib;Microwave;Private outdoor pool - available all year, open 24 hours, pool toys;HDTV with Roku, standard cable;Luggage dropoff allowed;Extra pillows and blankets;Self check-in;Smoke alarm;Wifi;High chair;Hair dryer;Stove;Kitchen;Safe;Coffee;Free dryer – In unit;Clothing storage: closet;Hangers;Bed linens",250.0,2.0,1125.0,255,119,2018-10-22,2026-05-16,1.27,4.9,4.87,4.92,4.89,h_179794,Peter Rodriguez,t,1,https://www.airbnb.com/rooms/26336484,https://a0.muscache.com/pictures/02f6ca0d-ea78-4438-a69a-0f693ce89c99.jpg
l_48015234,Luxe Sunset Studio on S Austin Urban Ranch,"Like a high-end hotel room, this well-appointed suite with small kitchen & spacious bathroom on unique 10-acre urban ranch is situated in the middle of bustling South Austin. Enjoy stunning sunsets over the hills through a wall of windows or from your private patio. Fantastic birdwatching, wildflowers, & deer sightings on the land. Ideal for those seeking natural beauty within the city. You won't believe you're only 15 minutes from downtown Austin!<br /><br />Age 25+<br />Please clear pets with management!",78745,South Austin,30.19184,-97.79538,Entire guest suite,Entire home/apt,4,1.0,,2.0,"Refrigerator;Dining table;Drying rack for clothing;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;Ninja Foodi Oven stainless steel oven;Room-darkening shades;Cooking basics;Coffee maker: drip coffee maker, Keurig coffee machine, pour-over coffee;Laundromat nearby;Private entrance;Park view;Blender;Free dryer – In building;Lockbox;Clothing storage: walk-in closet;Body soap;Wine glasses;Outdoor dining area;Single level home;Long term stays allowed;Free street parking;Private patio or balcony;Valley view;Dishes and silverware;Outdoor furniture;Cleaning products;Essentials;Ethernet connection;Hot water kettle;Freezer;Hot water;Free washer – In building;Baking sheet;Private backyard – Not fully fenced;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Cleaning available during stay;Gas stove;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Hair dryer;Shower gel;55 inch TV with Roku;AC - split type ductless system;Kitchen;Pets allowed;Marshall sound system with Bluetooth and aux;Coffee;Fire extinguisher;Books and reading material;Hangers;Bed linens",142.33,3.0,1125.0,222,162,2021-06-14,2026-06-19,2.65,4.99,4.98,4.9,4.94,h_77585252,Lars,t,2,https://www.airbnb.com/rooms/48015234,https://a0.muscache.com/pictures/hosting/Hosting-48015234/original/2a8cf61b-83b1-4e6a-8b07-507127081fd7.jpeg
l_1542889155021452474,Cozy Hyde Park Stay with Private Yard & Parking,"Welcome to your cozy hideaway in the heart of Hyde Park, where comfort meets convenience in one of Austin’s most charming neighborhoods. Whether you're in town for business, visiting friends or family, attending a concert or event, or just enjoying a weekend getaway, this stylish duplex unit offers the perfect home base. With room for up to 5 guests and a laid-back, residential vibe, it’s ideal for small groups of friends, couples, or young families.",78751,Hyde Park,30.3073,-97.72641,Entire home,Entire home/apt,5,1.5,2.0,3.0,Refrigerator;Dining table;Air conditioning;Toaster;Shampoo;Carbon monoxide alarm;Room-darkening shades;Cooking basics;TV;Private entrance;Private backyard – Fully fenced;Bathtub;Oven;Coffee maker: Keurig coffee machine;Body soap;Long term stays allowed;Dishwasher;Dishes and silverware;Outdoor furniture;Cleaning products;Essentials;Ethernet connection;Outlet covers;Freezer;Central heating;Board games;Clothing storage;Baking sheet;Dryer;Conditioner;Dedicated workspace;Microwave;Cleaning available during stay;Luggage dropoff allowed;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Fire pit;Washer;Shower gel;Stove;Kitchen;Fire extinguisher;Single level home;Bed linens,265.0,1.0,90.0,299,9,2025-12-05,2026-05-31,1.35,4.78,4.89,4.89,4.56,h_699685847,Zenara,t,4,https://www.airbnb.com/rooms/1542889155021452474,https://a0.muscache.com/pictures/hosting/Hosting-1542889155021452474/original/61e343c9-9264-4113-9adf-907d36af8e30.jpeg
l_1482322304042958894,3 Min Walk to 6th | 3 BR Home in East ATX,"Stay in the center of East Austin, just steps from bars, coffee shops, and restaurants. This stylish, design-forward 3 BR home is perfect for families or groups, with plenty of space to relax, stream your favorites, and enjoy the city like a local. Walk everywhere, then unwind in comfort with a modern kitchen, blazing fast WiFi, and thoughtful touches throughout.<br /><br />Steps to East 6th Street dining + nightlife<br />5 Min Drive to Downtown Austin<br /><br />Learn more below!",78702,East Austin,30.26396,-97.72253,Entire home,Entire home/apt,9,2.5,3.0,5.0,"Refrigerator;Dining table;Crib;Record player;Drying rack for clothing;Iron;Air conditioning;Toaster;Carbon monoxide alarm;Ceiling fan;Room-darkening shades;Cooking basics;Public Goods shampoo;TV;Fire extinguisher;Coffee maker: french press, Keurig coffee machine, pour-over coffee;Private entrance;Public Goods body soap;Oven;Blender;Keypad;Public Goods conditioner;Children’s books and toys for ages 0-2 years old;Standalone high chair - always at the listing;Stainless steel gas stove;Wine glasses;Long term stays allowed;Free street parking;Private patio or balcony;Dishwasher;Children’s dinnerware;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Hot water kettle;Exercise equipment: yoga mat;Freezer;Hot water;Board games;Baking sheet;Sound system;Dedicated workspace;First aid kit;Microwave;Self check-in;Extra pillows and blankets;Smoke alarm;Clothing storage: walk-in closet, closet, and dresser;Pack ’n play/Travel crib - available upon request;Wifi;Free parking on premises;Washer;Hair dryer;Shower gel;Kitchen;Pets allowed;Heating - split type ductless system;Coffee;Free dryer – In unit;Books and reading material;Hangers;Bed linens",363.59,1.0,1125.0,187,15,2025-09-29,2026-05-17,1.69,4.87,4.93,5.0,4.93,h_10152231,Coleman,t,4,https://www.airbnb.com/rooms/1482322304042958894,https://a0.muscache.com/pictures/hosting/Hosting-1482322304042958894/original/adda682b-d54f-47d1-b964-f11c403dbbca.jpeg
l_1671311734336363130,Backyard Bliss w Pool & BBQ | Mins to Domain & Q2!,"Private pool days, shaded pergola hangs, and easy indoor-outdoor living set the tone at this North Austin stay. The home features smart TVs, high-speed Wi-Fi, and an open layout. 3 bedrooms + loft and 2 full baths sleep 8 comfortably, with plush hotel-quality linens. Enjoy a fully equipped kitchen, smoker + gas grill, pet-friendly yard, and in-home laundry. Minutes from The Domain, Q2 Stadium, and Austin's Tech Corridor, with quick access to downtown.",78728,North Austin,30.4392,-97.67978,Entire home,Entire home/apt,8,2.0,3.0,7.0,"Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;BBQ grill;Room-darkening shades;Cooking basics;TV;Private entrance;Bathtub;Oven;Blender;Keypad;Backyard;Body soap;Wine glasses;Long term stays allowed;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Coffee maker;Essentials;Ethernet connection;Mini fridge;Freezer;Hot water;Exercise equipment: elliptical, free weights, yoga mat;Board games;Pool;Clothing storage;Baking sheet;Dryer;Heating;Conditioner;Dedicated workspace;Pack ’n play/Travel crib;First aid kit;Microwave;Barbecue utensils;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Fire pit;Washer;Hair dryer;Shower gel;Stove;Kitchen;Pets allowed;Coffee;Fire extinguisher;Hangers;Bed linens",431.0,1.0,1125.0,323,9,2026-04-28,2026-06-16,4.82,5.0,4.67,4.89,4.78,h_10585849,Ames - Austin Vacay,t,23,https://www.airbnb.com/rooms/1671311734336363130,https://a0.muscache.com/pictures/hosting/Hosting-1671311734336363130/original/ffb96e28-cb0c-425f-9473-489bc18329ae.jpeg
l_24041110,Cuarto Palmilla,"Welcome home! Cozy & conveniently located to the airport, major highways, downtown, shopping centers, outdoor activities, and the beautiful hill country. Ample space, comfortable bedding, WiFi connectivity, and free parking.",78749,South Austin,30.22831,-97.84689,Private room in home,Private room,2,1.0,,1.0,Refrigerator;Air conditioning;Iron;Shampoo;Carbon monoxide alarm;Hangers;Coffee maker;Essentials;Lock on bedroom door;Dryer;Heating;Smoke alarm;Wifi;Free parking on premises;Patio or balcony;Washer;Hair dryer;Indoor fireplace;Kitchen;TV with standard cable,303.0,1.0,1125.0,364,2,2018-04-22,2023-10-23,0.02,5.0,5.0,5.0,5.0,h_53708984,Adolfo,f,3,https://www.airbnb.com/rooms/24041110,https://a0.muscache.com/pictures/18247e29-7e73-40b8-b451-22389581bf2a.jpg
l_1512301971044126712,"Blueground | Downtown Austin, pool, nr Congress","Discover the best of Austin, with this one bedroom apartment in Downtown Austin. It’ll be easy to simply show up and start living in this fashionably furnished apartment with its fully equipped kitchen, charming living room, and our dedicated, on-the-ground support. (ID #ATX341)",78701,Downtown,30.265229,-97.740621,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,Refrigerator;Crib;Iron;Shampoo;Carbon monoxide alarm;Cooking basics;TV;Private entrance;Bathtub;Oven;Lockbox;Long term stays allowed;Paid parking on premises;Dishwasher;Coffee maker;Essentials;Hot water;Pool;Microwave;Self check-in;Smoke alarm;Wifi;High chair;Hair dryer;Kitchen;Pets allowed;Hangers;Bed linens,,30.0,1125.0,212,0,,,,,,,,h_107434423,Blueground,f,68,https://www.airbnb.com/rooms/1512301971044126712,https://a0.muscache.com/pictures/prohost-api/Hosting-1512301971044126712/original/20cbc4e9-a82b-4f45-aa58-2aa0b32a3360.jpeg
l_1516033810479052897,Newly remodeled house - 15 minutes to downtown!,"This single story house is centrally located, within 15 minutes from downtown Austin. The property has 3 bedrooms and two full baths on a single floor. It has been recently remodeled with new lighting, paint, cabinets, flooring, sinks, bathrooms, finished garage, and new living room.<br /><br />6 minutes from Sprouts Farmer's Market and Costco, 8 minutes from Central Market, 11 minutes from Barton Springs.<br /><br />WiFi, sound system, TVs in all rooms<br /><br />2 car garage. Large backyard.",78745,South Austin,30.20417,-97.83558,Entire home,Entire home/apt,8,2.0,3.0,5.0,Refrigerator;Air conditioning;Toaster;BBQ grill;Carbon monoxide alarm;Private backyard;Cooking basics;TV;Private entrance;Bathtub;Keypad;Coffee maker: Keurig coffee machine;Single oven;Private patio or balcony;Dishwasher;Dishes and silverware;Outdoor furniture;Hot water;Central heating;Baking sheet;Dedicated workspace;First aid kit;Microwave;Barbecue utensils;Self check-in;Smoke alarm;Wifi;Free parking on premises;Bluetooth sound system;Washer;Kitchen;Coffee;Free dryer – In unit;Books and reading material;Hangers;Bed linens,251.33,3.0,365.0,154,0,,,,,,,,h_379427514,Tony,f,2,https://www.airbnb.com/rooms/1516033810479052897,https://a0.muscache.com/pictures/hosting/Hosting-1516033810479052897/original/6acd71b0-fd56-4f7b-973a-43d18737a0aa.jpeg
l_1657322616759374158,Cute 4BR + Gorgeous Pool | 6 Min to The Domain,🏡: 4 bedroom • 2 bath • Pool • Designer interiors • 2 living rooms • Full kitchen • Smart TVs • Fast WiFi • Fenced yard • Gas grill • Gas fire pit<br /><br />🥳: Bachelorette parties • Birthdays • Girls trips • Reunions<br /><br />📍: N. Austin — 5 min to The Domain<br /><br />🚕 5 minutes: The Domain • Rock Rose • Q2 Stadium • Top Golf<br /><br />🚕 15 minutes: Downtown • Rainey • UT • Moody Center • Zilker<br /><br />🛣️ Instant access: ACL • F1 • SXSW • UT Football<br /><br />⭐️ Photo-ready in every room | Sleeps 10 (up to 12),78727,Northwest Austin,30.42439,-97.68987,Entire home,Entire home/apt,10,2.0,4.0,11.0,Refrigerator;Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Ceiling fan;Portable fans;Room-darkening shades;Cooking basics;BBQ grill;Stainless steel single oven;TV;Private entrance;Bathtub;Blender;Standalone high chair - always at the listing;Backyard;Body soap;Noise decibel monitors on property;Private pool;Outdoor dining area;Single level home;Long term stays allowed;Smart lock;Free street parking;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Hot water kettle;Coffee maker;Freezer;Hot water;Fast wifi – 729 Mbps;Sun loungers;Board games;Clothing storage;Baking sheet;Dryer;Crib - always at the listing;Heating;Pool view;Conditioner;Pack ’n play/Travel crib;First aid kit;Microwave;Barbecue utensils;Self check-in;Extra pillows and blankets;Smoke alarm;Free parking on premises;Fire pit;Patio or balcony;Washer;Hair dryer;Shower gel;Stove;Kitchen;Pets allowed;Coffee;Fire extinguisher;Hangers;Bed linens,562.44,1.0,365.0,324,8,2026-04-19,2026-06-19,3.69,4.88,4.88,4.63,4.63,h_420412388,Grace,f,1,https://www.airbnb.com/rooms/1657322616759374158,https://a0.muscache.com/pictures/hosting/Hosting-1657322616759374158/original/848f7e88-e0eb-4495-8e72-42aebd7f09d2.png
l_1215620518937635811,Artsy Chic Bungalow - up to 6 guests,"Location, location! A charming cottage in North University conveniently within walking/biking distance to campus, DKR football stadium, Bass concert hall, UT Tennis, Disch-Faulk field, Moody Center, the Drag, and campus destinations! Breezy scooter/Uber ride to downtown, Pease Park, and central Austin! <br /><br />5G WiFi. Full kitchen.<br /><br />NO driveway parking. First-come first-served street parking free except 8am-5pm M-F. Surrounding streets as marked.",78705,University of Texas,30.29443,-97.73546,Entire bungalow,Entire home/apt,6,2.0,2.0,3.0,Refrigerator;Dining table;Air conditioning;Iron;Shampoo;Carbon monoxide alarm;Ceiling fan;Cooking basics;Private entrance;Private backyard – Fully fenced;Bathtub;Oven;Keypad;Coffee maker: Keurig coffee machine;Body soap;Dishes and silverware;Cleaning products;Essentials;Freezer;Hot water;Central heating;Baking sheet;Conditioner;Dedicated workspace;First aid kit;Microwave;Gas stove;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Hair dryer;Shower gel;Kitchen;Coffee;Fire extinguisher;Clothing storage: closet;Hangers;Bed linens,329.8,3.0,1125.0,42,21,2024-12-29,2026-05-18,1.16,5.0,5.0,4.95,4.95,h_5468460,Julie,t,1,https://www.airbnb.com/rooms/1215620518937635811,https://a0.muscache.com/pictures/miso/Hosting-1215620518937635811/original/4940a7e7-03eb-45a3-99f7-c903cfbf2c1a.jpeg
l_587572,Austin Getaway,"The Getaway offers Austin visitors a local home in the center of town with all of the amenities you desire in a home away from home. Professionally decorated with leather and stainless furniture, Premier bedding, LED TV's for your entertainment. Just South of downtown and minutes from everything Austin.",78704,South Austin,30.24546,-97.76627,Entire condo,Entire home/apt,3,,1.0,1.0,"Refrigerator;Shampoo;Central air conditioning;Carbon monoxide alarm;Cooking basics;Oven;Keypad;Paid dryer – In building;Long term stays allowed;Free street parking;Dishwasher;Dishes and silverware;Coffee maker;Essentials;Ethernet connection;Hot water;Clothing storage;Heating;Microwave;Paid washer – In building;Gas stove;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;HDTV with Apple TV, Netflix;Hair dryer;Pets allowed;Kitchen;Courtyard view;Fire extinguisher;Hangers;Bed linens",180.0,2.0,1125.0,218,207,2012-09-17,2026-05-31,1.24,4.78,4.74,4.88,4.82,h_7976770,Andrew,f,1,https://www.airbnb.com/rooms/587572,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTg3NTcy/original/bb8d4597-a96a-4b87-bfdc-5fa7039aa50c.jpeg
l_48134851,Zilker Home ~ 6Bd ~ Garage ~ Backyard Guest House,"*Includes private 1bd/1ba guest house w/ kitchen <br /><br />Experience the excitement of Austin from the seclusion of this charming vacation rental!  Located in the heart of 78704, this meticulously maintained Zilker home. Ideal Zilker location within walking distance to everything south Austin has to offer.  Zilker Park, Barton Springs, the hike and bike trail and downtown are all just minutes away. Built by Agave Custom Homes in 2012 this home is filled with high-end finishes and tons of character",78704,South Austin,30.24913787841797,-97.77497100830078,Entire home,Entire home/apt,10,3.5,4.0,6.0,Shampoo;Room-darkening shades;Blender;Body soap;Outdoor dining area;Long term stays allowed;Bread maker;Private patio or balcony;Cleaning products;Hot water kettle;Ethernet connection;Rice maker;Board games;Clothing storage;Baking sheet;Heating;Barbecue utensils;Wifi;Indoor fireplace;Shower gel;Kitchen;Dining table;Toaster;Carbon monoxide alarm;Bidet;Changing table - available upon request;Oven;Children’s books and toys for ages 2-5 years old;Trash compactor;Children’s dinnerware;Dishes and silverware;Exterior security cameras on property;Essentials;Hot water;Dryer;Dedicated workspace;Pack ’n play/Travel crib;First aid kit;Microwave;Extra pillows and blankets;Stove;Babysitter recommendations;Pocket wifi;Kayak;Coffee;Fire extinguisher;Hangers;Crib;Record player;Drying rack for clothing;Iron;Portable fans;Laundromat nearby;TV;Private backyard – Fully fenced;Bathtub;Outlet covers;Mini fridge;Freezer;Sound system;Paid standalone high chair - available upon request;Luggage dropoff allowed;Smoke alarm;Free parking garage on premises;Washer;Hair dryer;Safe;Cleaning available during stay;Books and reading material;Bed linens;Refrigerator;Air conditioning;Ceiling fan;Baby safety gates;Cooking basics;Private BBQ grill: gas;Private entrance;Wine glasses;Smart lock;Dishwasher;Outdoor furniture;Coffee maker;Table corner guards;Beach essentials;Baby bath - available upon request;Conditioner;Self check-in;Baby monitor - available upon request;Pets allowed;EV charger - level 1,741.0,1.0,1125.0,68,122,2021-02-21,2026-06-07,1.88,4.7,4.63,4.88,4.57,h_34455863,Jack,t,1,https://www.airbnb.com/rooms/48134851,https://a0.muscache.com/pictures/18f82caa-d01f-4beb-a61d-c6e31e709917.jpg
l_271052,Entire Condo is South Austin 78704!,,78704,South Austin,30.25367,-97.77253,Entire condo,Entire home/apt,4,2.0,2.0,2.0,Refrigerator;Air conditioning;Record player;Drying rack for clothing;Iron;Toaster;Costco/Kirkland conditioner;Carbon monoxide alarm;Ceiling fan;Portable fans;Cooking basics;Laundromat nearby;Bathtub;Oven;Blender;Keypad;Coffee maker: Keurig coffee machine;Paid dryer – In building;Wine glasses;Single level home;Dishwasher;Hangers;Dishes and silverware;Cleaning products;Essentials;Hot water kettle;Freezer;Hot water;Shared patio or balcony;Board games;Baking sheet;Heating;Dedicated workspace;First aid kit;Paid washer – In building;Microwave;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Fire pit;Kirkland  shampoo;Hair dryer;Stove;Kitchen;Pets allowed;Coffee;Fire extinguisher;TV with standard cable;Bed linens,200.0,3.0,29.0,328,80,2012-03-13,2026-05-10,0.46,4.9,4.89,4.89,4.75,h_1418696,Kelsey,t,1,https://www.airbnb.com/rooms/271052,https://a0.muscache.com/pictures/90eb2996-33bb-417c-81b4-e79ed9021aa2.jpg
l_1478888393998544048,Stylish 1BR Near The Domain | Fast WiFi,"Your Chic North Austin Studio — A Stylish 1BR/1BA Haven of Comfort & Ease<br /><br />Unwind in the cozy living area, savor sunlit mornings at the breakfast nook, and cook with ease in the fully equipped kitchen.<br /><br />✔ In-unit washer & dryer for everyday convenience<br />✔ High-speed Wi-Fi & climate-controlled A/C<br />✔ Complimentary parking included<br /><br />Minutes from Q2 Stadium, The Domain & Burnet Road — perfect for work, play, or extended stays.",78757,Rosedale,30.34858,-97.74756,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,Refrigerator;Dining table;Air conditioning;Drying rack for clothing;Iron;Shampoo;Carbon monoxide alarm;Ceiling fan;Cooking basics;Laundromat nearby;TV;Private entrance;Body soap;Wine glasses;Long term stays allowed;Smart lock;Dishes and silverware;Exterior security cameras on property;Cleaning products;Essentials;Hot water kettle;Coffee maker;Freezer;Housekeeping - available at extra cost;Dryer;Heating;Conditioner;Dedicated workspace;First aid kit;Microwave;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Shower gel;Stove;Kitchen;Coffee;Books and reading material;Hangers;Bed linens,118.0,2.0,365.0,359,25,2025-09-24,2026-06-10,2.76,4.52,4.44,4.68,4.56,h_591899681,Lovepreet,f,8,https://www.airbnb.com/rooms/1478888393998544048,https://a0.muscache.com/pictures/hosting/Hosting-1478888393998544048/original/80ac958f-9449-4540-b1de-ab19b9498c2f.png
l_1667612855319365753,Modern Austin Retreat | Hot Tub + Outdoor Shower,"Newly renovated Austin retreat designed for comfort and style. Relax under mature pecan trees, unwind on the front porch, or enjoy the private backyard with hot tub and outdoor shower. Inside features a bright open layout, modern kitchen, cozy living space, and thoughtfully designed bedrooms. Includes a dedicated workspace. Walk to metro rail with direct access downtown or north to Q2 Stadium and the Domain, plus nearby coffee, bars, and restaurants. Just 15 minutes to downtown and the airport.",78752,North Austin,30.33968,-97.7151,Entire home,Entire home/apt,6,1.0,2.0,3.0,Dining table;Air conditioning;Iron;Toaster;Shampoo;Carbon monoxide alarm;Portable fans;Coffee maker: drip coffee maker;Room-darkening shades;Cooking basics;TV;Hot tub;Fire extinguisher;Private entrance;Private backyard – Fully fenced;Keypad;Body soap;Wine glasses;Outdoor dining area;Outdoor shower;Single level home;Free street parking;Private patio or balcony;Dishwasher;Dishes and silverware;Outdoor furniture;Exterior security cameras on property;Cleaning products;Essentials;Whirlpool stainless steel single oven;Freezer;Hot water;Conditioner;Dedicated workspace;First aid kit;Microwave;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Washer;Hair dryer;Clothing storage: closet and dresser;Whirlpool refrigerator;Shower gel;Whirlpool electric stove;Kitchen;Heating - split type ductless system;Coffee;Free dryer – In unit;Hangers;Bed linens,257.0,1.0,365.0,350,16,2026-04-22,2026-06-16,7.62,5.0,5.0,4.94,5.0,h_400505893,Adam,f,1,https://www.airbnb.com/rooms/1667612855319365753,https://a0.muscache.com/pictures/hosting/Hosting-1667612855319365753/original/cf10dec1-393d-4f12-89e3-3e1836841b26.jpeg
l_1299849,North Austin Haven,"This peaceful single-family 2 BR & 2 BA is walkable to bus lines as well as major thoroughfares; recommended restaurants, bakeries, and grocery stores; and a top-tier hospital. Gather in the common-area space connecting kitchen, dining, and living rooms. Enjoy comfy furniture, rosewood laminate floors, Brazilian tile; and upgraded TV & appliances. The bedrooms on opposite ends of the home give privacy and comfort. New fence makes the back yard safe and pleasant. What an oasis!",78758,North Austin,30.4124,-97.70232,Entire home,Entire home/apt,5,2.0,2.0,3.0,Refrigerator;Dining table;Drying rack for clothing;Iron;Toaster;Shampoo;Central air conditioning;Carbon monoxide alarm;Cooking basics;Laundromat nearby;TV;Private entrance;Bathtub;Oven;Blender;Lockbox;Body soap;Single level home;Long term stays allowed;Free street parking;Dishwasher;Washer – In unit;Dishes and silverware;Outdoor furniture;Coffee maker;Cleaning products;Essentials;Ethernet connection;Hot water kettle;Freezer;Hot water;Central heating;Clothing storage;Baking sheet;Conditioner;Dedicated workspace;Microwave;Self check-in;Extra pillows and blankets;Smoke alarm;Wifi;Free parking on premises;Dryer – In unit;Hair dryer;Shower gel;Stove;Kitchen;Hangers;Bed linens,124.5,2.0,42.0,50,0,,,,,,,,h_2317615,Jo,f,1,https://www.airbnb.com/rooms/1299849,https://a0.muscache.com/pictures/hosting/Hosting-1299849/original/f4cd9f46-56f4-4ed0-9c8b-1069615d2762.jpeg
